food,characteristic,p_values
FOLICACIDYEARS,belly,0.018102385179162205
CATECHIN,mathReading,0.018162648788100543
V_OTHER,never_smoked,0.0182118898063537
V_OTHER,ever_smoked,0.01821188980635375
VITAMINCQUAN,atheist,0.01830600853349129
COOKINGFATPAMORNONE,heart_disease,0.018389108455156632
SALADDRESSINGSTYPE,rash,0.018458980752553936
EPICATEGC,dog,0.018466955101482833
AV_TOT_S,quit_smoking,0.018524120778429944
PEANUTBUTTERQUAN,belly,0.01854708587367942
PSVEGNBP,quit_smoking,0.018547096767092174
LEMONADETYPE,uhCrash,0.018709234818466328
BUNSQUAN,smoke_often,0.018736532040836952
GROUP_COOK_FAT_BUTTER_MARGARINE_BLEND_TOTAL_GRAMS,right_hand,0.01873653204083786
PUMPKINPIEQUAN,right_hand,0.01873653204083813
SPECIALKPLAINTYPE,right_hand,0.0187365320408382
COOKINGFATHALF,right_hand,0.0187365320408382
BROWNRICEFREQ,Jewish,0.018745318549676836
WINEFREQ,favCable,0.01876866111643202
SLOWWALKFREQ,neutralCable,0.018823513770089118
T_FLAVONOIDS,mathReading,0.018825546544793147
F_JUICE,Dems,0.018873601832174
OTHERFISHFREQ,dog,0.018926664447673908
F18D2I,smoke_often,0.019173012638922036
GROUP_TORTILLAS_CORN_TOTAL_GRAMS,right_hand,0.01920262532680683
FIBERSUPPAMOUNT,atheist,0.019293280303536366
ISORHMNTN,belly,0.01929804452523053
GROUP_GREENS_SPINACH_COOKED_TOTAL_GRAMS,belly,0.019333123399023856
BEANSFREQ,favCable,0.01933527994173812
TUNAFREQ,cat,0.01942953286018377
A_BEAN_S,belly,0.019505564551476715
ROASTCHICKENFREQ,neutralCable,0.019518929676861987
PSLEGSOY,belly,0.01961459063816626
COUMESTROL,dog,0.019625475605567926
AA_BEV,diabetes,0.019807928012314888
ZINCAMOUNT,never_smoked,0.01981278699237324
ZINCAMOUNT,ever_smoked,0.019812786992373252
DECAFHOTTEATYPE,cat,0.019830158763383343
OTHERUNSWEETCEREALTYPE,heart_disease,0.01983015876338357
BREAKFASTSANDWICHQUAN,diabetes,0.019830158763383666
GROUP_PORK_FAT_ON_TOTAL_GRAMS,currently_smoke,0.019953414873000213
LACS,dog,0.019987742248978077
VITAMINB6AMOUNT,belly,0.02009775182366821
COLDCEREALQUAN,yesCrash,0.02017233780594109
V_STARCHY_OTHER,smoke_rarely,0.020172785160873067
EGGROLLQUAN,unfavCable,0.02024959666750562
EPICATEGC3G,mathReading,0.020252645523732377
SLOWWALKFREQ,dog,0.02033352384113533
VITAMINCAMOUNT,atheist,0.020558852905386574
GROUP_TORTILLAS_CORN_TOTAL_GRAMS,yesCrash,0.020600164539590266
PUDDINGFREQ,noCrash,0.020616039354396303
EGGSFREQ,favCable,0.020942361797920552
SPORTSDRINKSQUAN,smoke_rarely,0.020989916438075705
BUTTERQUAN,uhCrash,0.021082516927447316
ZINCYEARS,rash,0.02112805918348243
FOLICACIDYEARS,diabetes,0.02122599492781806
GROUP_COFFEE_BOTH_KINDS_TOTAL_GRAMS,Jewish,0.0213343572192035
GROUP_HOT_DOG_BEEF_OR_PORK_TOTAL_GRAMS,currently_smoke,0.021416834494727272
OTHERFRESHFRUITQUAN,smoke_often,0.021532931893965032
THEARBIGN,dog,0.021621658302298428
BUNSQUAN,left_hand,0.02169036200773204
RAISINBRANTYPE,yesCrash,0.02169036200773219
HONBUNCHOATSTYPE,yesCrash,0.02169036200773224
HOTDOGFREQ,rash,0.021816113536088897
T_FLAVONES,quit_smoking,0.021894816231126536
T_FLAVONES,mathReading,0.02194199800027607
ENERGYDRINKSQUAN,smoke_rarely,0.02196123891699369
ONEADAYAMOUNT,readingMath,0.022103063392482605
GRITSFREQ,mathReading,0.02210828935414063
GROUP_STRAWBERRIES_YEAR_ROUND_TOTAL_GRAMS,unfavCable,0.02212439655556206
GROUP_OTHER_PIE_OR_COBBLER_TOTAL_GRAMS,neutralCable,0.022351407168913692
OTHERPIESQUAN,uhCrash,0.0224318901469808
OTHERNOODLESFREQ,readingMath,0.022465692022712393
DT_ACARO,cancer,0.0225317360195202
SODATYPE,right_hand,0.022534294819701917
COTTAGECHEESEFREQ,quit_smoking,0.022549572989303168
PROTEINBARSFREQ,never_smoked,0.022679584824595717
PROTEINBARSFREQ,ever_smoked,0.022679584824595856
GROUP_GATORADE_POWERADE_TOTAL_GRAMS,left_hand,0.02270829021892104
T_FLAVAN3OLS,dog,0.022716192973050758
DT_VITB6,favCable,0.022726987898820942
GROUP_ALCOHOLICBEVERAGES_TOTAL_GRAMS,smoke_rarely,0.022733357159916808
PUDDINGFREQ,diabetes,0.02309662534244219
GROUP_OTHER_PIE_OR_COBBLER_TOTAL_GRAMS,noCrash,0.023393037930158112
GROUP_ORANGE_TANGERINE_GRAPEFRUIT_FRESH_TOTAL_GRAMS,Jewish,0.023467785232254977
BACONSAUSAGEFREQ,cat,0.02347106010450178
FRIESQUAN,smoke_rarely,0.023515103123938782
COOKINGFATBUTTER,left_hand,0.02353273163668339
PUMPKINPIEFREQ,currently_smoke,0.02355231841512863
SALMONFREQ,readingMath,0.023572878596334064
PHYSTR,Jewish,0.02367098730668434
OTHERPIESQUAN,cancer,0.02378814715709059
APIGEN,quit_smoking,0.023810441605538125
COFFEESUGARTEASPOONS,quit_smoking,0.024040624511983584
ZINCYEARS,belly,0.024099863790425828
VITAMINEYEARS,belly,0.024099863790425845
SUP_SE,readingMath,0.024175535582616103
GALCATEGC,unfavCable,0.024182710568155075
EPICATEGC,mathReading,0.02418292340278146
DT_ALCO,diabetes,0.024235622485576973
GROUP_SAUSAGE_BACON_TOTAL_GRAMS,smoke_often,0.024301920818293514
F20D3N3,yesCrash,0.02441517859885183
GROUP_SALAD_DRESSING_LOW_FAT_TOTAL_GRAMS,dog,0.02443488835279065
VEGETABLESOUPFREQ,mathReading,0.024442856348673114
A_DRINKS,diabetes,0.02449421381721769
GROUP_MAYO_REGULAR_TOTAL_GRAMS,smoke_often,0.024537030518863266
GROUP_ALCOHOLICBEVERAGES_TOTAL_FREQUENCY,diabetes,0.024629195434211167
GROUP_CANNED_FRUIT_APPLESAUCE_WITH_CANNED_CITRUS_TOTAL_GRAMS,cat,0.02465741865081019
THEAFLV33D,dog,0.024659326539849535
VITAMINCAMOUNT,quit_smoking,0.024694823795762235
THEAFLAVIN,dog,0.024725296862996588
FRUITSFREQ,smoke_often,0.024745783125013087
T_FLAVAN3OLS,mathReading,0.02478219182671316
V_DRKGR,quit_smoking,0.024812724658848817
PSVEGDKG,quit_smoking,0.024812724658848817
GROUP_CREAM_CHEESE_SOUR_CREAM_DIP_TOTAL_GRAMS,never_smoked,0.0248134441882537
GROUP_CREAM_CHEESE_SOUR_CREAM_DIP_TOTAL_GRAMS,ever_smoked,0.024813444188253774
FOL_DFE,favCable,0.024833619310799138
THEAFLV3G,dog,0.02485092210593352
CORNBREADQUAN,diabetes,0.024852681563262195
OYSTERSFREQ,quit_smoking,0.024864790717813414
GROUP_SOLID_COUNT,heart_disease,0.0248744020261687
GROUP_HIGH_PROTEIN_DRINKS_REGULAR_TOTAL_GRAMS,Dems,0.024894253662588364
VEGGIESFREQ,right_hand,0.024899007241367958
EPICATEGC,unfavCable,0.024907526943406786
SALMONFREQ,mathReading,0.024921272808079677
GROUP_CHOCOLATE_MILK_COCOA_HOT_CHOCOLATE_TOTAL_GRAMS,favCable,0.02493412435326529
HONBUNCHOATSTYPE,uhCrash,0.025109228723015315
THEAFLV3PG,dog,0.025203571716439815
TORTILLASFREQ,rash,0.02523875000989489
EPICATEGC3G,unfavCable,0.025355268310179355
DELPH,mathReading,0.025428575847167352
ICEDTEATYPE,dog,0.025430060801697914
COOKEDGREENSQUAN,never_smoked,0.025439682421391607
COOKEDGREENSQUAN,ever_smoked,0.025439682421391628
ANTIOXIDANTCOMBOAMOUNT,atheist,0.025731612572977305
PEANUTBUTTERQUAN,left_hand,0.025823027496183672
CRACKERSTYPE,yesCrash,0.025838035623546925
CREAMCHEESEFREQ,smoke_often,0.02584087898436739
OTHERFISHQUAN,right_hand,0.02588262783585294
GROUP_WALNUTS_FLAX_SEEDS_TOTAL_GRAMS,quit_smoking,0.025887665781062035
HOTDOGQUAN,smoke_often,0.025984152844599123
PEACHESFREQ,Jewish,0.026000143584850373
PAC10,mathReading,0.026029208687086452
EPICATECG3,unfavCable,0.026123345635441497
CARROTSFREQ,rash,0.02613740581018948
CORNCHIPSFREQ,cancer,0.026162657617731386
SHELLFISHFREQ,diabetes,0.02620235840379451
CABBAGEFREQ,smoke_often,0.026290607402837594
FROSTEDMINIWHEATSTYPE,readingMath,0.026335512720858986
GROUP_GRITS_CREAM_OF_WHEAT_MUSH_TOTAL_GRAMS,quit_smoking,0.0263894620414778
BEANSFREQ,smoke_often,0.026436913352621185
FLD,unfavCable,0.026542106692814534
GROUP_A_SUGBEV_TOTAL_KCAL,diabetes,0.026566656080133293
AA_BEV,currently_smoke,0.026614770582283547
GROUP_SODA_DIET_CAFFEINE_TOTAL_GRAMS,right_hand,0.02667818924840798
GROUP_LATTE_CAPPUCCINO_WHOLE_MILK_TOTAL_GRAMS,yesCrash,0.026815406406076495
GROUP_CHEESEBURGER_MEAT_AND_CHEESE_TOTAL_GRAMS,belly,0.02683926693085556
EPICATECG3,mathReading,0.026845451257398144
GROUP_LATTE_CAPPUCCINO_1_PCT_OR_2_PCT_MILK_TOTAL_GRAMS,readingMath,0.026865042928977744
BIKESWIMFREQ,never_smoked,0.02688942571179814
BIKESWIMFREQ,ever_smoked,0.026889425711798202
LUTEOL,mathReading,0.026895205390123404
SUP_OM_3,smoke_often,0.026928739069837514
REFRIEDBEANSFREQ,Jewish,0.026994868532865323
FORMONONETIN,belly,0.02700417139729185
FOLICACIDAMOUNT,never_smoked,0.027087302312306608
FOLICACIDAMOUNT,ever_smoked,0.027087302312306657
GROUP_SODA_DIET_CAFFEINE_TOTAL_GRAMS,rash,0.027101611661810732
VITAMINB6YEARS,atheist,0.02723483263827648
SUP_VITA,readingMath,0.02723885084574041
GROUP_GREEN_SALAD_RAW_SPINACH_TOTAL_GRAMS,quit_smoking,0.027250822743504936
VITAMINCYEARS,rash,0.027376960375089816
GROUP_TOMATO_VEGETABLE_JUICE_TOTAL_GRAMS,smoke_rarely,0.02740835839212095
GROUP_LUNCH_MEATS_BEEF_OR_PORK_TOTAL_GRAMS,Dems,0.027425427616736494
PAC_3,mathReading,0.02743801038959843
CARROTSQUAN,atheist,0.027458285954701303
GROUP_HONEY_BUNCHES_OF_OATS_TOTAL_GRAMS,yesCrash,0.027510824540387807
GROUP_VEAL_LAMB_GOAT_GAME_TOTAL_GRAMS,mathReading,0.02764287849652188
CYAD,mathReading,0.027804632685741158
FOLICACIDYEARS,never_smoked,0.028025467817032988
FOLICACIDYEARS,ever_smoked,0.028025467817033
GROUP_VEGETABLE_SOUP_TOTAL_GRAMS,rash,0.028077219186244583
CREAMCHEESEQUAN,never_smoked,0.028118465060842843
CREAMCHEESEQUAN,ever_smoked,0.028118465060842916
YOGURTQUAN,left_hand,0.02813156836229364
T_FLAVONOIDS,unfavCable,0.028141585673529892
BROCCOLIQUAN,cancer,0.02826205225936107
FLD,mathReading,0.028296670718485104
GROUP_FROSTED_MINI_WHEATS_TOTAL_GRAMS,readingMath,0.02830516888773673
FRUITSFREQ,never_smoked,0.02831157844013239
FRUITSFREQ,ever_smoked,0.028311578440132407
CAMD5,left_hand,0.02848549737800161
BERRIESQUAN,right_hand,0.028491969196600443
PF_SEAFD_LOW,diabetes,0.028496090343982185
RAISINBRANTYPE,diabetes,0.028514692566619534
OTHERWHOLEGRAINCEREALTYPE,diabetes,0.02851469256661968
GROUP_POPSICLES_SHERBET_ICES_JELLO_TOTAL_GRAMS,currently_smoke,0.028538929807677537
THEARBIGN,mathReading,0.028562521177034974
VITAMINB12AMOUNT,smoke_often,0.028562623531378235
SALADDRESSINGSQUAN,Dems,0.02857585201707486
PCTALCH,smoke_rarely,0.028621780876147893
GROUP_OTHER_100_PCT_JUICE_AND_BLENDS_TOTAL_GRAMS,Dems,0.028673728673025634
CANNEDFRUITFREQ,ever_smoked,0.02869180682073799
CANNEDFRUITFREQ,never_smoked,0.028691806820738085
ZINCYEARS,atheist,0.028769057012024417
VITAMINEYEARS,atheist,0.028769057012024427
GROUP_CARROTS_CARROT_MIXES_TOTAL_GRAMS,Jewish,0.028792279839200154
GROUP_BEAN_SPLIT_PEA_LENTIL_SOUP_TOTAL_GRAMS,quit_smoking,0.02884954158419673
PANCAKEFREQ,currently_smoke,0.028863774904913323
GROUP_PEACH_NECTARINE_TOTAL_GRAMS,unfavCable,0.0288844226046952
TUNAQUAN,smoke_rarely,0.028954772421647457
VEALLAMBGAMEFREQ,mathReading,0.02898596065933297
ENERGYDRINKSQUAN,rash,0.029092666099199402
SUP_VITD,neutralCable,0.029124322641018635
GROUP_CORN_FLAKES_CORN_PUFFS_TOTAL_GRAMS,left_hand,0.02925142161177947
GROUP_CORN_FLAKES_CORN_PUFFS_TOTAL_GRAMS,yesCrash,0.02925142161177947
GROUP_CHOCOLATE_MILK_COCOA_HOT_CHOCOLATE_TOTAL_GRAMS,left_hand,0.029264599637331034
GROUP_TOMATO_VEGETABLE_JUICE_TOTAL_GRAMS,mathReading,0.02933346475421834
PEONIDIN,mathReading,0.029386892562373708
CORNQUAN,unfavCable,0.029418354568161796
GROUP_CANDY_NOT_CHOCOLATE_TOTAL_GRAMS,left_hand,0.029429121069834245
OTHERCRACKERSQUAN,dog,0.029506702989169555
GROUP_SODA_SUGAR_CAFFEINE_TOTAL_GRAMS,diabetes,0.029510598356693788
SUP_OLEIC,currently_smoke,0.029585563728471174
T_FLAVAN3OLS,unfavCable,0.02967265010770759
HEAVYWORKTIME,readingMath,0.029693362671518318
DONUTSQUAN,dog,0.029714701593021687
SALMONQUAN,Dems,0.029732907396017336
OTHERSOUPQUAN,left_hand,0.029771050959911918
COCKTAILSQUAN,quit_smoking,0.02983582392003928
WHOLEGRAINCEREALFREQ,favCable,0.029935185695863575
GROUP_OTHER_WHOLE_GRAIN_CEREAL_TOTAL_GRAMS,diabetes,0.029969566800685545
GROUP_SOLID_TOTAL_FREQUENCY,currently_smoke,0.030051682661438043
T_FLAVONOIDS,dog,0.03009580625641649
GROUP_BREAKFAST_PASTRY_MUFFINS_QUICK_BREAD_TOTAL_GRAMS,yesCrash,0.030156422657059544
GALS,currently_smoke,0.030188994410030843
GROUP_SOLID_COUNT,rash,0.030213021413206607
DT_CAFFN,currently_smoke,0.030274947592171805
GROUP_CABBAGE_SLAW_CHINESE_CABBAGES_TOTAL_GRAMS,rash,0.030308785577519648
GROUP_ANY_OTHER_VEGETABLE_TOTAL_GRAMS,quit_smoking,0.030384574694308913
OTHERBREADSFREQ,smoke_often,0.030397355807568433
HOTTEAFREQ,rash,0.030459864569820777
OTHERCHIPSFREQ,readingMath,0.030592819781905145
LEMONADEQUAN,cancer,0.030617818841670377
ASH,favCable,0.03063987206731057
GROUP_POPSICLES_SHERBET_ICES_JELLO_TOTAL_GRAMS,right_hand,0.030667847780288027
LEMONADEFREQ,currently_smoke,0.030708447309536476
SUP_VITD,Jewish,0.030813421216322336
COOKEDGREENSFREQ,Jewish,0.03083667170559615
TOCTRA,favCable,0.030841590733888934
PORKCHOPSFREQ,currently_smoke,0.030867448674565146
OTHERUNSWEETCEREALTYPE,smoke_rarely,0.03087038368809226
EATMEAT,smoke_rarely,0.0308703836880934
V_DRKGR,belly,0.03087142015431661
PSVEGDKG,belly,0.03087142015431661
THEAFLV3PG,unfavCable,0.030873223987971384
GROUP_PUDDING_CUSTARD_FLAN_TOTAL_GRAMS,diabetes,0.03088427786293279
PEANUTBUTTERFREQ,heart_disease,0.03093389585984055
THEAFLAVIN,unfavCable,0.030948590164125468
SUP_ZINC,never_smoked,0.031020420234773423
SUP_ZINC,ever_smoked,0.031020420234773433
NARING,Jewish,0.031058175867733892
THEAFLV33D,unfavCable,0.031059636761212466
THEARBIGN,unfavCable,0.031109903319076752
SAUCEICECREAMQUAN,currently_smoke,0.031156287776886872
TORTILLASFREQ,Jewish,0.031156960862013326
POPCORNTYPE,left_hand,0.03119410853284394
DT_VITK,belly,0.03128914660172502
GROUP_MUSTARD_BBQ_SAUCE_SOY_SAUCE_ETC_TOTAL_GRAMS,belly,0.031290986371432794
PAC_4,mathReading,0.03138160111067738
SLICEDCHEESEQUAN,currently_smoke,0.03142248744700031
THEAFLV3G,unfavCable,0.031496646040555736
MACANDCHEESEQUAN,favCable,0.03154498909486271
GROUP_TORTILLAS_CORN_TOTAL_GRAMS,currently_smoke,0.03164397220300822
GROUP_HIGH_OMEGA3_FISH_TOTAL_GRAMS,mathReading,0.03165018818638077
GROUP_YOGURT_PLAIN_LOW_FAT_TOTAL_GRAMS,quit_smoking,0.03172992172757829
V_TOTAL,quit_smoking,0.03175063056590294
GROUP_ICE_TEA_HOME_NO_SUGAR_TOTAL_GRAMS,heart_disease,0.0317818403522269
GROUP_ICE_TEA_BOTTLE_NO_SUGAR_TOTAL_GRAMS,currently_smoke,0.03178659509579809
SODAQUAN,smoke_rarely,0.03184223173347688
POTATOESQUAN,left_hand,0.031844764105118814
T_ANTHOCYADNS,mathReading,0.0318713576950294
ORANGEJUICETYPE,atheist,0.03196974897257511
F_CITMLB,mathReading,0.03198586613663481
LUTEOL,quit_smoking,0.03204050290362435
SODACAFFEINE,right_hand,0.03207052650475351
SALSAQUAN,right_hand,0.03218095894457304
PSLEGSOY,quit_smoking,0.03230183338373273
GROUP_SHREDDED_WHEAT_TOTAL_GRAMS,readingMath,0.0323271502143318
SUP_B6,rash,0.032332126688896075
SUP_NIAC,quit_smoking,0.03244416159855152
PELARGDIN,unfavCable,0.032463925933580176
GROUP_FRENCH_FRIES_FRIED_POTATOES_TOTAL_GRAMS,left_hand,0.032477023979713755
SUP_EPA,heart_disease,0.0324991770662149
SUP_DHA,heart_disease,0.03249984066997986
A_BEAN_S,quit_smoking,0.03251747866761508
PF_MEAT,never_smoked,0.032536134938826455
PF_MEAT,ever_smoked,0.0325361349388265
GROUP_HIGH_OMEGA3_FISH_TOTAL_GRAMS,readingMath,0.032605585699469884
RAWTOMATOESQUAN,belly,0.03270717812574254
BERRIESFREQ,rash,0.03292246135208112
SALTFREQ,left_hand,0.03292923010831868
GROUP_CORN_TOTAL_GRAMS,currently_smoke,0.032939189549861476
DONUTSFREQ,mathReading,0.03295124213025483
PSVEGNBP,never_smoked,0.03297461138298913
PSVEGNBP,ever_smoked,0.03297461138298915
EGGSFREQ,neutralCable,0.0329910808918338
VITAMINDQUAN,neutralCable,0.03301167486240786
AV_TOT_S,ever_smoked,0.03303646935033007
AV_TOT_S,never_smoked,0.03303646935033007
BARBECUESAUCEFREQ,belly,0.03305834490296184
ONEADAYYEARS,readingMath,0.03311253632611222
ZINCYEARS,quit_smoking,0.033144389674627614
GROUP_ICE_TEA_HOME_NO_SUGAR_TOTAL_GRAMS,atheist,0.0331948421801277
BEANSFREQ,uhCrash,0.03319823412284082
EPICATEC,mathReading,0.033332318429503405
GROUP_SPAGHETTI_MEATLESS_TOTAL_GRAMS,readingMath,0.03341881805330076
DT_TFOL,favCable,0.03342239204648479
GROUP_TABLE_SALT_TOTAL_GRAMS,cancer,0.03343313843292709
COFFEEDRINKSFREQ,readingMath,0.03355264445982966
GROUP_PORK_CHOPS_ROAST_HAM_TOTAL_GRAMS,ever_smoked,0.033581678742696915
GROUP_PORK_CHOPS_ROAST_HAM_TOTAL_GRAMS,never_smoked,0.033581678742696915
REFRIEDBEANSFREQ,mathReading,0.03366981630872238
WALNUTSFREQ,quit_smoking,0.033698551501384594
TUNAQUAN,Dems,0.03373975111540817
GROUP_VEGETABLE_SOUP_TOTAL_GRAMS,ever_smoked,0.033763532285238845
GROUP_VEGETABLE_SOUP_TOTAL_GRAMS,never_smoked,0.03376353228523888
VARIETYMEATQUAN,unfavCable,0.03383929211770993
WHITE,unfavCable,0.03383929211770993
ASIAN,unfavCable,0.033839292117710536
VITAMINEAMOUNT,neutralCable,0.03392911834776936
LENTILSOUPQUAN,smoke_rarely,0.03397201243536091
DT_ACARO,Jewish,0.03411605210522694
DT_FOLFD,quit_smoking,0.03421663411677461
SALTFREQ,neutralCable,0.03433217418187325
GROUP_GATORADE_POWERADE_TOTAL_GRAMS,right_hand,0.03434325348990626
COOKIESTYPE,uhCrash,0.034540073903712554
OTHERNOODLESTYPE,mathReading,0.03454040488890798
VEGETABLESOUPQUAN,favCable,0.03457467890911746
SPECIALKFLAVSTYPE,rash,0.034617463025805116
OTHERFIBERCEREALTYPE,rash,0.034617463025805116
COOKINGFATOTHER,rash,0.034617463025805116
GROUP_OTHER_FIBER_CEREAL_TOTAL_GRAMS,rash,0.03461746302580517
GROUP_SPECIAL_K_FLAVORS_TOTAL_GRAMS,rash,0.034617463025805296
MILKONCEREALQUAN,rash,0.03461746302580541
SOMEJUICEQUAN,rash,0.03461746302580541
MINERALSYESORNO,rash,0.03461746302580541
GROUP_COOK_FAT_OTHER_OIL_COCONUT_VARIOUS_NFS_VEGETABLE_OILS_TOTAL_GRAMS,rash,0.03461746302580541
GROUP_OTHER_BEANS_LENTIL_CHILI_NOT_RICE_AND_BEANS_TOTAL_GRAMS,quit_smoking,0.03462548859280762
PAC_7,mathReading,0.034637800480016356
COLDCEREALFREQ,uhCrash,0.03469802095108255
GROUP_OTHER_MILK_ALMOND_TOTAL_GRAMS,right_hand,0.03472254588657883
GROUP_DONUTS_TOTAL_GRAMS,dog,0.034777480961310454
GROUP_HOT_TEA_CAFFEINE_TOTAL_GRAMS,unfavCable,0.03478547514358883
GROUP_ALCOHOLICBEVERAGES_TOTAL_KCAL,diabetes,0.03480675581349989
ORANGEJUICETYPE,readingMath,0.03498140230176419
TORTILLASQUAN,favCable,0.03498435099149897
A_BEV_KC,diabetes,0.034988052993280554
METMINRECR,Dems,0.03512794398092631
PANTAC,favCable,0.035171349985852016
OXALIC_ACID,quit_smoking,0.03521931863986377
OTHERSOUPFREQ,right_hand,0.03525846671747602
FIBERSUPPYEARS,atheist,0.03530467714103463
HOTTEAFREQ,mathReading,0.03532958550956506
GROUP_HOT_DOG_POULTRY_LOW_FAT_TOTAL_GRAMS,cat,0.0354032810524913
DT_CHLN,favCable,0.03548757007545269
YOGURTKIND,smoke_often,0.03554666375629665
STEAKFREQ,smoke_often,0.03564888745085931
GROUP_STEAK_ROAST_FAT_OFF_TOTAL_GRAMS,Dems,0.03565620582960179
APIGEN,mathReading,0.035672240241632354
AF_TOT_S,mathReading,0.035726566271791035
BEERTYPE,dog,0.03586825108306253
BERRIESQUAN,left_hand,0.03590691681112598
GROUP_SUGARYBEVG_TOTAL_FREQUENCY,favCable,0.03593853440618272
COLDCEREALQUAN,right_hand,0.03598819895261354
GROUP_WALNUTS_FLAX_SEEDS_TOTAL_GRAMS,mathReading,0.03611388356444515
WEEDYARDTIME,atheist,0.036152927948788105
SUP_FIBER,heart_disease,0.03618420142269054
BUTTERQUAN,noCrash,0.03623234293301665
YOGURTKIND,quit_smoking,0.03623929627194751
DT_LYCO,favCable,0.03632172684119263
JAMQUAN,Dems,0.03637719282757916
GROUP_CHEESE_LOW_FAT_TOTAL_GRAMS,atheist,0.0365339684734548
POPSICLESQUAN,neutralCable,0.036643150319494486
SNACKS,readingMath,0.03672239897778351
LIGHTHOUSETIME,mathReading,0.03672965776553311
SUP_FIBER,Jewish,0.036765306408321145
PRENATALVITSYEARS,atheist,0.036775049857812846
F_WHOLE,mathReading,0.03681312798821907
TOMATOJUICEQUAN,heart_disease,0.03681580535211191
GROUP_OTHER_NOODLES_WHITE_PASTA_TOTAL_GRAMS,cat,0.03684135075659452
GROUP_BISCUITS_SCONES_CROISSANTS_TOTAL_GRAMS,smoke_often,0.0368555674984672
LENTILSOUPQUAN,left_hand,0.036864457497556145
SUP_MG,readingMath,0.03692270742844464
WHOLEGRAINCEREALFREQ,mathReading,0.03700668921875276
BEERQUAN,smoke_rarely,0.0372221335811632
CRACKERSTYPE,belly,0.03726794706950241
F24D1C,currently_smoke,0.03734433910740069
CORNBREADFREQ,smoke_often,0.0373540126947705
CALCIUMYEARS,heart_disease,0.03741259740309145
VITAMINEQUAN,Dems,0.03763363543654063
GROUP_SHREDDED_WHEAT_TOTAL_GRAMS,yesCrash,0.03767922459136145
REGULARHOTTEATYPE,diabetes,0.037870355387433094
GROUP_WALNUTS_FLAX_SEEDS_TOTAL_GRAMS,atheist,0.03787142253224702
VITAMINCYEARS,never_smoked,0.03790275736632602
VITAMINCYEARS,ever_smoked,0.03790275736632605
GI,unfavCable,0.03790350181517465
GROUP_WHOLE_MILK_4_PCT_FAT_TOTAL_GRAMS,right_hand,0.03795001225988606
MK4,rash,0.0379578629799093
GI,smoke_often,0.038181229406129204
GROUP_MILKY_COFFEE_DRINK_ANY_KIND_TOTAL_GRAMS,quit_smoking,0.03819355926382168
SUP_B6,quit_smoking,0.038298641451223574
GROUP_PUMPKIN_SWEET_POTATO_PIE_TOTAL_GRAMS,right_hand,0.03836492705827274
ICECREAMTYPE,cancer,0.03838185327005599
COOKINGFATBUTTER,rash,0.03847113367960833
SUGARINTEA,neutralCable,0.03858145727063438
LATINO,currently_smoke,0.038668850069598984
GROUP_TABLE_SALT_TOTAL_GRAMS,favCable,0.038711687772681184
SPAGHETTITYPE,smoke_rarely,0.03882966703597698
F18D2TT,belly,0.03888630171327283
STEAKQUAN,smoke_often,0.03900116549414402
THEAFLV3G,mathReading,0.039025030111757404
TUNAFREQ,diabetes,0.03906611674143031
GROUP_LIQUOR_COCKTAILS_TOTAL_GRAMS,rash,0.03908294607675977
LEMONADEFREQ,atheist,0.03913960468759452
FROSTEDFLAKESTYPE,mathReading,0.03914494024415399
OTHERUNSWEETCEREALTYPE,mathReading,0.039144940244154026
GROUP_ICE_TEA_HOME_SUGAR_TOTAL_GRAMS,neutralCable,0.03917884412691284
GROUP_FRIED_OR_COATED_CHIX_NO_SKIN_TOTAL_GRAMS,diabetes,0.03926636925558003
CORNBREADQUAN,atheist,0.039268149452730404
OTHERCANDIESFREQ,belly,0.03939324615363819
GROUP_AVOCADO_GUACAMOLE_TOTAL_GRAMS,right_hand,0.03948650316984184
LENTILSOUPQUAN,right_hand,0.03958128764289283
LENTILSOUPQUAN,atheist,0.03958128764289292
CREAMCHEESEQUAN,quit_smoking,0.03959560289249857
POTATOESQUAN,cancer,0.03962945613743362
F20D3,smoke_rarely,0.0396961598653265
OTHERNOODLESQUAN,mathReading,0.03971067095743373
R_MEAT_S,smoke_often,0.03980099866342441
DT_CAFFN,never_smoked,0.03980824860696069
DT_CAFFN,ever_smoked,0.03980824860696083
GROUP_OTHER_NOODLES_WHOLE_GRAIN_TOTAL_GRAMS,yesCrash,0.03988417867491475
GROUP_BUTTER_AT_TABLE_TOTAL_GRAMS,noCrash,0.04006910151195373
GROUP_ICE_TEA_BOTTLE_SUGAR_TOTAL_GRAMS,diabetes,0.04023049476834661
WATERFREQ,uhCrash,0.04034160650281176
STID7,yesCrash,0.0406601538337629
TORTILLASQUAN,unfavCable,0.04069564249770748
DT_LUTZE,belly,0.040776760740406925
CARROTSFREQ,belly,0.04079396364825777
YOGURTKIND,cancer,0.04084777481283538
COCKTAILSQUAN,atheist,0.04086113632145805
LENTILSOUPQUAN,currently_smoke,0.04086246355634561
KCAL_EXPENDITURE_RECR,never_smoked,0.04104776602121047
KCAL_EXPENDITURE_RECR,ever_smoked,0.04104776602121054
DT_RET,left_hand,0.041095759677753564
TOFUQUAN,quit_smoking,0.04120605424849943
THEAFLV33D,mathReading,0.04122824317389287
OTHERCANDIESQUAN,cat,0.04126100607101988
CARROTSQUAN,noCrash,0.04128928749078769
